sentence,relation,entities,sentence_no_tags
Chronic daily headaches are <e1>tension</e1> <e2>headaches</e2> or headaches which are caused by taking too many pain killers.,0,"['tension', 'headaches']",Chronic daily headaches are tension headaches or headaches which are caused by taking too many pain killers.
"A <e1>trend</e1> has been caused by the growing absolute numbers of young people on the planet, and by the <e2>rising unemployment rate</e2>.",1,"['trend', 'rising unemployment rate']","A trend has been caused by the growing absolute numbers of young people on the planet, and by the rising unemployment rate."
<e1>Birth defects</e1> are caused by <e2>drugs</e2> that the persons have been exposed to before birth.,1,"['Birth defects', 'drugs']",Birth defects are caused by drugs that the persons have been exposed to before birth.
"In these cases of <e1>fever</e1> from <e2>constipation</e2> there are no local signs except, perhaps, a varying amount of tenderness over the sigmoid flexure of the colon, but only appreciable where the distension of gut is extreme.",1,"['fever', 'constipation']","In these cases of fever from constipation there are no local signs except, perhaps, a varying amount of tenderness over the sigmoid flexure of the colon, but only appreciable where the distension of gut is extreme."
"<e1>Toxoplasmosis</e1> is caused by infection with Toxoplasma gondii, an obligate intracellular <e2>parasite</e2>.",1,"['Toxoplasmosis', 'parasite']","Toxoplasmosis is caused by infection with Toxoplasma gondii, an obligate intracellular parasite."
"Most importantly, the <e1>shock</e1> and anger caused by the surprise <e2>attack</e2> on Pearl Harbor united a divided nation and was translated into a wholehearted commitment to victory in World War II.",1,"['shock', 'attack']","Most importantly, the shock and anger caused by the surprise attack on Pearl Harbor united a divided nation and was translated into a wholehearted commitment to victory in World War II."
Morton's <e1>neuroma</e1> is the most common cause of localized <e2>pain</e2> in the third interspace and these diagnostic tests produce good indications of the condition.,0,"['neuroma', 'pain']",Morton's neuroma is the most common cause of localized pain in the third interspace and these diagnostic tests produce good indications of the condition.
"Furthermore, the substrate doping density at which impact <e1>ionization</e1> causes <e2>avalanche</e2> breakdown at the trench capacitor junction has been estimated.",0,"['ionization', 'avalanche']","Furthermore, the substrate doping density at which impact ionization causes avalanche breakdown at the trench capacitor junction has been estimated."
"Major disasters like <e1>cyclone</e1>, floods and the storm surges, drought are caused by <e2>climate change</e2>.",1,"['cyclone', 'climate change']","Major disasters like cyclone, floods and the storm surges, drought are caused by climate change."
Knee <e1>injuries</e1> from <e2>running</e2> are treated and prevented by following tips and performing stretches from Runner's World.com.,1,"['injuries', 'running']",Knee injuries from running are treated and prevented by following tips and performing stretches from Runner's World.com.
Ita s hard for me to fathom the <e1>craziness</e1> that has been caused by the H1N1 <e2>virus</e2>.,1,"['craziness', 'virus']",Ita s hard for me to fathom the craziness that has been caused by the H1N1 virus.
The <e1>displacement</e1> comes from low <e2>atmospheric pressure</e2> within the centre of the depression.,1,"['displacement', 'atmospheric pressure']",The displacement comes from low atmospheric pressure within the centre of the depression.
<e1>Dacryoadenitis</e1> is caused by local <e2>infection</e2> of the lacrimal gland by bacteria or viruses.,1,"['Dacryoadenitis', 'infection']",Dacryoadenitis is caused by local infection of the lacrimal gland by bacteria or viruses.
"Shortly after takeoff, an apparent systems <e1>malfunction</e1> has caused the inadvertent <e2>launch</e2> of an AIM-9 Sidewinder missile.",0,"['malfunction', 'launch']","Shortly after takeoff, an apparent systems malfunction has caused the inadvertent launch of an AIM-9 Sidewinder missile."
"After the war, as the Midway was preparing for retirement, she was called upon one last time to the Philippines to help with an <e1>evacuation</e1> after the <e2>eruption</e2> of Mt. Pinatubo.",1,"['evacuation', 'eruption']","After the war, as the Midway was preparing for retirement, she was called upon one last time to the Philippines to help with an evacuation after the eruption of Mt. Pinatubo."
The <e1>vibrations</e1> caused a violent twisting <e2>motion</e2> on the bridge.,0,"['vibrations', 'motion']",The vibrations caused a violent twisting motion on the bridge.
To help doctors to know and cure <e1>headaches</e1> from <e2>medication overuse</e2> a revised criteria was published by the International Headache Society.,1,"['headaches', 'medication overuse']",To help doctors to know and cure headaches from medication overuse a revised criteria was published by the International Headache Society.
Head <e1>injuries</e1> are a common cause of <e2>unconsciousness</e2> and they occur in many sports like rugby and boxing.,0,"['injuries', 'unconsciousness']",Head injuries are a common cause of unconsciousness and they occur in many sports like rugby and boxing.
The <e1>colouration</e1> has been caused by a blue <e2>dye</e2>.,1,"['colouration', 'dye']",The colouration has been caused by a blue dye.
"Occasionally, a dream proffers no solution but portrays only the <e1>anxiety</e1> which is generated by the <e2>conflict</e2>.",1,"['anxiety', 'conflict']","Occasionally, a dream proffers no solution but portrays only the anxiety which is generated by the conflict."
"Using the product around the house killed <e1>germs</e1> that were causing flu, colds or <e2>sore throat</e2>.",0,"['germs', 'sore throat']","Using the product around the house killed germs that were causing flu, colds or sore throat."
This consensus paper describes the essential skills that clinicians need to help persons who are experiencing <e1>grief</e1> after the <e2>death</e2> of a loved one.,1,"['grief', 'death']",This consensus paper describes the essential skills that clinicians need to help persons who are experiencing grief after the death of a loved one.
"After making an <e1>impression</e1> the crowd with an a capella <e2>rendition</e2> of their national anthem, the South African were immediately under pressure.",1,"['impression', 'rendition']","After making an impression the crowd with an a capella rendition of their national anthem, the South African were immediately under pressure."
"Recently, <e1>marketing spending</e1> translated into <e2>revenue</e2>.",0,"['marketing spending', 'revenue']","Recently, marketing spending translated into revenue."
"In reality, however, the <e1>drama</e1> has been caused by the erupting <e2>ash</e2> and smoke colliding with a lightning storm.",1,"['drama', 'ash']","In reality, however, the drama has been caused by the erupting ash and smoke colliding with a lightning storm."
"Yet on the whole, given the constraints of sticking so closely to the original book, the <e1>developer</e1> has crafted a thoroughly pleasing puzzle <e2>adventure</e2>.",0,"['developer', 'adventure']","Yet on the whole, given the constraints of sticking so closely to the original book, the developer has crafted a thoroughly pleasing puzzle adventure."
<e1>Corruption</e1> is one of the main causes of a global <e2>crisis</e2> that deprives more than a billion people of access to safe drinking water and more than 2.6 billion of access to sanitation systems.,0,"['Corruption', 'crisis']",Corruption is one of the main causes of a global crisis that deprives more than a billion people of access to safe drinking water and more than 2.6 billion of access to sanitation systems.
"Many commercial soap, shower gel or cleanser products contain preservatives, <e1>colorants</e1> and chemicals that cause dryness, <e2>rashes</e2>, itchiness and roughness on the skin.",0,"['colorants', 'rashes']","Many commercial soap, shower gel or cleanser products contain preservatives, colorants and chemicals that cause dryness, rashes, itchiness and roughness on the skin."
"For all the <e1>pain</e1> caused by the great <e2>recession</e2>, the job market still was not in as bad shape as it had been during the depths of the early 1980s recession, until now.",1,"['pain', 'recession']","For all the pain caused by the great recession, the job market still was not in as bad shape as it had been during the depths of the early 1980s recession, until now."
Landrieu where he saw firsthand the <e1>destruction</e1> caused by the <e2>hurricanes</e2> and the failure of the storm protection system.,1,"['destruction', 'hurricanes']",Landrieu where he saw firsthand the destruction caused by the hurricanes and the failure of the storm protection system.
Sea <e1>breezes</e1> are caused by cool and more dense <e2>air</e2> moving inland off the water.,1,"['breezes', 'air']",Sea breezes are caused by cool and more dense air moving inland off the water.
